record_id,date,day_of_week,warehouse_id,warehouse_name,city,zone,product_id,product_name,category,subcategory,brand,unit_price_inr,cost_price_inr,opening_stock,units_sold,units_returned,return_reason,damaged_units,closing_stock,reorder_level,max_capacity,restock_quantity,availability_status,storage_type,shelf_life_days,expiry_date,supplier_name,delivery_time_mins,customer_rating,revenue_inr,profit_inr
96,2026-06-01,Monday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P017,Parle-G Biscuit 200g,Bakery,Biscuits,Parle,25,19,59,24,1,Not Returned,1,36,22,150,0,In Stock,Dry Storage,210,2026-12-28,Metro Cash Carry,11.8,4.0,600,144
97,2026-06-01,Monday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P014,Surf Excel 1kg,Household,Detergent,Surf Excel,135,112,16,13,1,Customer Changed Mind,0,4,22,150,0,Low Stock,Dry Storage,730,2028-05-31,HUL Direct Distribution,10.2,4.9,1755,299
98,2026-06-01,Monday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P018,Mother Dairy Curd 400g,Dairy,Curd,Mother Dairy,40,33,15,6,1,Customer Changed Mind,0,10,37,250,20,Low Stock,Cold Storage,7,2026-06-08,FreshFarm Distributors,9.2,4.4,240,42
99,2026-06-01,Monday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P015,Colgate Toothpaste 150g,Personal Care,Oral Care,Colgate,95,78,194,61,2,Damaged Packaging,1,135,45,300,0,In Stock,Dry Storage,730,2028-05-31,Local Vendor Network,14.6,4.6,5795,1037
100,2026-06-01,Monday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P006,Maggi Noodles 70g,Instant Food,Noodles,Nestle,14,11,192,49,3,Customer Changed Mind,3,146,30,200,0,In Stock,Dry Storage,270,2027-02-26,Reliance Retail Wholesale,7.4,3.6,686,147
101,2026-06-01,Monday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P016,Dove Soap 100g,Personal Care,Bath,Dove,55,45,56,17,0,Not Returned,0,39,37,250,0,In Stock,Dry Storage,730,2028-05-31,ITC Supply Chain,6.0,4.8,935,170
102,2026-06-01,Monday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P021,Banana Robusta 1 Dozen,Fruits & Vegetables,Fruits,Local Farm,55,38,7,6,0,Not Returned,0,1,37,250,0,Low Stock,Cold Storage,6,2026-06-07,ITC Supply Chain,16.3,3.7,330,102
103,2026-06-01,Monday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P009,Fortune Sunflower Oil 1L,Grocery,Cooking Oil,Fortune,165,148,119,16,1,Quality Issue,1,104,22,150,0,In Stock,Dry Storage,365,2027-06-01,FreshFarm Distributors,9.7,4.7,2640,272
104,2026-06-01,Monday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P008,Lays Classic 52g,Snacks,Chips,Lays,20,16,151,72,4,Not Returned,0,83,37,250,0,In Stock,Dry Storage,150,2026-10-29,FreshFarm Distributors,11.6,3.6,1440,288
105,2026-06-01,Monday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P023,Amul Ice Cream 700ml,Frozen Food,Ice Cream,Amul,210,178,82,54,6,Expired Product,0,34,15,100,0,In Stock,Frozen,180,2026-11-28,HUL Direct Distribution,14.5,4.9,11340,1728
106,2026-06-01,Monday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P011,Real Fruit Juice 1L,Beverages,Juice,Real,110,92,12,4,1,Customer Changed Mind,0,9,22,150,0,Low Stock,Dry Storage,180,2026-11-28,Reliance Retail Wholesale,9.6,4.1,440,72
107,2026-06-01,Monday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P005,Aashirvaad Atta 5kg,Grocery,Atta,Aashirvaad,289,255,83,43,0,Not Returned,1,40,37,250,0,In Stock,Dry Storage,120,2026-09-29,ITC Supply Chain,6.0,4.9,12427,1462
108,2026-06-01,Monday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P025,Huggies Diapers Medium 34pc,Baby Care,Diapers,Huggies,599,510,192,53,0,Not Returned,2,139,30,200,0,In Stock,Dry Storage,1095,2029-05-31,Amul Cooperative,15.7,3.5,31747,4717
109,2026-06-01,Monday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P019,Fresh Onion 1kg,Fruits & Vegetables,Vegetables,Local Farm,35,24,60,1,0,Not Returned,0,59,15,100,0,In Stock,Cold Storage,15,2026-06-16,FreshFarm Distributors,14.8,4.4,35,11
110,2026-06-01,Monday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P004,Tata Salt 1kg,Grocery,Salt,Tata,28,22,57,41,4,Damaged Packaging,0,20,30,200,80,Low Stock,Dry Storage,730,2028-05-31,FreshFarm Distributors,13.3,3.9,1148,246
111,2026-06-01,Monday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P013,Haldiram Bhujia 200g,Snacks,Namkeen,Haldiram,65,54,31,12,1,Damaged Packaging,0,20,15,100,0,In Stock,Dry Storage,120,2026-09-29,Metro Cash Carry,11.2,5.0,780,132
112,2026-06-01,Monday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P022,McCain French Fries 420g,Frozen Food,Frozen Snacks,McCain,149,125,32,30,0,Not Returned,0,2,22,150,50,Low Stock,Frozen,365,2027-06-01,National FMCG Supplies,14.0,5.0,4470,720
113,2026-06-01,Monday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P001,Amul Toned Milk 1L,Dairy,Milk,Amul,62,54,111,59,2,Not Returned,1,54,45,300,0,In Stock,Cold Storage,5,2026-06-06,Amul Cooperative,9.7,4.4,3658,472
114,2026-06-01,Monday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P020,Fresh Tomato 1kg,Fruits & Vegetables,Vegetables,Local Farm,40,26,42,38,2,Quality Issue,1,6,30,200,50,Low Stock,Cold Storage,10,2026-06-11,National FMCG Supplies,16.6,3.6,1520,532
115,2026-06-01,Monday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P003,Britannia Brown Bread,Bakery,Bread,Britannia,45,36,79,13,0,Not Returned,2,66,22,150,0,In Stock,Dry Storage,4,2026-06-05,FreshFarm Distributors,10.7,4.4,585,117
116,2026-06-01,Monday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P002,Amul Butter 500g,Dairy,Butter,Amul,275,245,147,48,1,Customer Changed Mind,0,100,30,200,0,In Stock,Cold Storage,180,2026-11-28,Reliance Retail Wholesale,13.9,4.2,13200,1440
117,2026-06-01,Monday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P010,Cadbury Dairy Milk 55g,Snacks,Chocolate,Cadbury,50,41,75,31,1,Damaged Packaging,1,45,15,100,0,In Stock,Dry Storage,240,2027-01-27,Amul Cooperative,6.0,4.7,1550,279
118,2026-06-01,Monday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P012,Nescafe Classic Coffee 50g,Beverages,Coffee,Nescafe,175,152,61,50,3,Quality Issue,0,14,45,300,80,Low Stock,Dry Storage,365,2027-06-01,FreshFarm Distributors,12.1,4.9,8750,1150
119,2026-06-01,Monday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P018,Mother Dairy Curd 400g,Dairy,Curd,Mother Dairy,40,33,157,68,4,Customer Changed Mind,4,93,30,200,0,In Stock,Cold Storage,7,2026-06-08,HUL Direct Distribution,13.2,4.1,2720,476
120,2026-06-01,Monday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P014,Surf Excel 1kg,Household,Detergent,Surf Excel,135,112,211,75,6,Wrong Item Delivered,4,142,37,250,0,In Stock,Dry Storage,730,2028-05-31,Local Vendor Network,15.4,3.6,10125,1725
121,2026-06-01,Monday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P022,McCain French Fries 420g,Frozen Food,Frozen Snacks,McCain,149,125,22,8,0,Not Returned,0,14,22,150,20,Low Stock,Frozen,365,2027-06-01,Reliance Retail Wholesale,11.9,4.1,1192,192
122,2026-06-01,Monday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P012,Nescafe Classic Coffee 50g,Beverages,Coffee,Nescafe,175,152,145,78,7,Not Returned,3,74,37,250,0,In Stock,Dry Storage,365,2027-06-01,ITC Supply Chain,7.7,4.8,13650,1794
123,2026-06-01,Monday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P003,Britannia Brown Bread,Bakery,Bread,Britannia,45,36,7,7,0,Not Returned,0,0,30,200,80,Out of Stock,Dry Storage,4,2026-06-05,Local Vendor Network,10.7,4.8,315,63
124,2026-06-01,Monday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P017,Parle-G Biscuit 200g,Bakery,Biscuits,Parle,25,19,124,27,2,Wrong Item Delivered,6,99,22,150,0,In Stock,Dry Storage,210,2026-12-28,Amul Cooperative,10.8,5.0,675,162
125,2026-06-01,Monday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P011,Real Fruit Juice 1L,Beverages,Juice,Real,110,92,71,35,1,Quality Issue,1,37,30,200,0,In Stock,Dry Storage,180,2026-11-28,FreshFarm Distributors,10.1,3.7,3850,630
126,2026-06-01,Monday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P001,Amul Toned Milk 1L,Dairy,Milk,Amul,62,54,97,10,2,Expired Product,1,89,45,300,0,In Stock,Cold Storage,5,2026-06-06,ITC Supply Chain,6.2,3.8,620,80
127,2026-06-01,Monday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P024,Pedigree Dog Food 1kg,Pet Care,Pet Food,Pedigree,240,205,142,30,2,Not Returned,2,114,37,250,0,In Stock,Dry Storage,365,2027-06-01,HUL Direct Distribution,8.5,4.5,7200,1050
128,2026-06-01,Monday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P016,Dove Soap 100g,Personal Care,Bath,Dove,55,45,114,2,0,Not Returned,2,112,37,250,0,In Stock,Dry Storage,730,2028-05-31,National FMCG Supplies,10.1,4.3,110,20
129,2026-06-01,Monday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P002,Amul Butter 500g,Dairy,Butter,Amul,275,245,56,25,2,Not Returned,0,33,30,200,0,In Stock,Cold Storage,180,2026-11-28,Reliance Retail Wholesale,14.1,4.1,6875,750
130,2026-06-01,Monday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P007,Coca-Cola 750ml,Beverages,Soft Drinks,Coca-Cola,40,32,169,74,1,Wrong Item Delivered,0,96,30,200,0,In Stock,Dry Storage,270,2027-02-26,HUL Direct Distribution,11.5,4.6,2960,592
131,2026-06-01,Monday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P006,Maggi Noodles 70g,Instant Food,Noodles,Nestle,14,11,271,44,2,Customer Changed Mind,3,229,45,300,0,In Stock,Dry Storage,270,2027-02-26,Local Vendor Network,9.7,3.5,616,132
132,2026-06-01,Monday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P019,Fresh Onion 1kg,Fruits & Vegetables,Vegetables,Local Farm,35,24,179,58,2,Wrong Item Delivered,2,123,30,200,0,In Stock,Cold Storage,15,2026-06-16,Amul Cooperative,10.0,4.1,2030,638
133,2026-06-01,Monday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P008,Lays Classic 52g,Snacks,Chips,Lays,20,16,59,7,0,Not Returned,2,52,30,200,0,In Stock,Dry Storage,150,2026-10-29,Reliance Retail Wholesale,11.6,4.7,140,28
134,2026-06-01,Monday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P021,Banana Robusta 1 Dozen,Fruits & Vegetables,Fruits,Local Farm,55,38,30,23,1,Quality Issue,0,8,30,200,80,Low Stock,Cold Storage,6,2026-06-07,Metro Cash Carry,6.0,4.8,1265,391
135,2026-06-01,Monday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P020,Fresh Tomato 1kg,Fruits & Vegetables,Vegetables,Local Farm,40,26,55,47,4,Customer Changed Mind,0,12,22,150,0,Low Stock,Cold Storage,10,2026-06-11,Amul Cooperative,11.0,3.9,1880,658
136,2026-06-01,Monday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P010,Cadbury Dairy Milk 55g,Snacks,Chocolate,Cadbury,50,41,24,9,0,Not Returned,2,15,15,100,0,Low Stock,Dry Storage,240,2027-01-27,Local Vendor Network,13.4,4.2,450,81
137,2026-06-01,Monday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P013,Haldiram Bhujia 200g,Snacks,Namkeen,Haldiram,65,54,77,1,0,Not Returned,1,76,22,150,0,In Stock,Dry Storage,120,2026-09-29,Metro Cash Carry,10.6,3.7,65,11
138,2026-06-01,Monday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P005,Aashirvaad Atta 5kg,Grocery,Atta,Aashirvaad,289,255,11,0,0,Not Returned,0,11,30,200,30,Low Stock,Dry Storage,120,2026-09-29,Amul Cooperative,10.8,3.7,0,0
139,2026-06-01,Monday,WH007,Chennai Velachery Dark Store,Chennai,South,P021,Banana Robusta 1 Dozen,Fruits & Vegetables,Fruits,Local Farm,55,38,18,18,0,Not Returned,0,0,37,250,50,Out of Stock,Cold Storage,6,2026-06-07,FreshFarm Distributors,9.5,4.8,990,306
140,2026-06-01,Monday,WH007,Chennai Velachery Dark Store,Chennai,South,P016,Dove Soap 100g,Personal Care,Bath,Dove,55,45,38,36,1,Wrong Item Delivered,0,3,22,150,0,Low Stock,Dry Storage,730,2028-05-31,Reliance Retail Wholesale,7.8,3.8,1980,360
141,2026-06-01,Monday,WH007,Chennai Velachery Dark Store,Chennai,South,P004,Tata Salt 1kg,Grocery,Salt,Tata,28,22,71,53,1,Quality Issue,0,19,15,100,0,In Stock,Dry Storage,730,2028-05-31,Reliance Retail Wholesale,9.4,3.8,1484,318
142,2026-06-01,Monday,WH007,Chennai Velachery Dark Store,Chennai,South,P001,Amul Toned Milk 1L,Dairy,Milk,Amul,62,54,194,57,0,Not Returned,0,137,45,300,0,In Stock,Cold Storage,5,2026-06-06,HUL Direct Distribution,8.6,4.2,3534,456
143,2026-06-01,Monday,WH007,Chennai Velachery Dark Store,Chennai,South,P019,Fresh Onion 1kg,Fruits & Vegetables,Vegetables,Local Farm,35,24,150,54,1,Wrong Item Delivered,1,97,30,200,0,In Stock,Cold Storage,15,2026-06-16,FreshFarm Distributors,16.9,3.6,1890,594
144,2026-06-01,Monday,WH007,Chennai Velachery Dark Store,Chennai,South,P010,Cadbury Dairy Milk 55g,Snacks,Chocolate,Cadbury,50,41,50,48,3,Expired Product,1,5,45,300,50,Low Stock,Dry Storage,240,2027-01-27,Reliance Retail Wholesale,11.1,3.6,2400,432
145,2026-06-01,Monday,WH007,Chennai Velachery Dark Store,Chennai,South,P024,Pedigree Dog Food 1kg,Pet Care,Pet Food,Pedigree,240,205,169,10,1,Expired Product,4,160,30,200,0,In Stock,Dry Storage,365,2027-06-01,Reliance Retail Wholesale,10.7,4.7,2400,350
146,2026-06-01,Monday,WH007,Chennai Velachery Dark Store,Chennai,South,P025,Huggies Diapers Medium 34pc,Baby Care,Diapers,Huggies,599,510,141,9,1,Expired Product,0,133,22,150,0,In Stock,Dry Storage,1095,2029-05-31,FreshFarm Distributors,10.3,3.8,5391,801
147,2026-06-01,Monday,WH007,Chennai Velachery Dark Store,Chennai,South,P015,Colgate Toothpaste 150g,Personal Care,Oral Care,Colgate,95,78,115,76,2,Customer Changed Mind,1,41,37,250,0,In Stock,Dry Storage,730,2028-05-31,Amul Cooperative,6.5,4.2,7220,1292
148,2026-06-01,Monday,WH007,Chennai Velachery Dark Store,Chennai,South,P011,Real Fruit Juice 1L,Beverages,Juice,Real,110,92,29,9,1,Not Returned,0,21,15,100,0,In Stock,Dry Storage,180,2026-11-28,Amul Cooperative,15.1,3.9,990,162
149,2026-06-01,Monday,WH007,Chennai Velachery Dark Store,Chennai,South,P003,Britannia Brown Bread,Bakery,Bread,Britannia,45,36,18,7,0,Not Returned,1,11,37,250,0,Low Stock,Dry Storage,4,2026-06-05,Reliance Retail Wholesale,20.2,3.7,315,63
150,2026-06-01,Monday,WH007,Chennai Velachery Dark Store,Chennai,South,P022,McCain French Fries 420g,Frozen Food,Frozen Snacks,McCain,149,125,29,17,0,Not Returned,0,12,37,250,0,Low Stock,Frozen,365,2027-06-01,Metro Cash Carry,14.4,3.9,2533,408
151,2026-06-01,Monday,WH007,Chennai Velachery Dark Store,Chennai,South,P005,Aashirvaad Atta 5kg,Grocery,Atta,Aashirvaad,289,255,36,4,0,Not Returned,0,32,30,200,0,In Stock,Dry Storage,120,2026-09-29,FreshFarm Distributors,9.1,3.7,1156,136
152,2026-06-01,Monday,WH007,Chennai Velachery Dark Store,Chennai,South,P008,Lays Classic 52g,Snacks,Chips,Lays,20,16,78,76,5,Not Returned,1,7,22,150,80,Low Stock,Dry Storage,150,2026-10-29,Amul Cooperative,7.8,4.5,1520,304
153,2026-06-01,Monday,WH007,Chennai Velachery Dark Store,Chennai,South,P002,Amul Butter 500g,Dairy,Butter,Amul,275,245,31,29,2,Not Returned,0,4,37,250,0,Low Stock,Cold Storage,180,2026-11-28,ITC Supply Chain,11.2,4.4,7975,870
154,2026-06-01,Monday,WH007,Chennai Velachery Dark Store,Chennai,South,P018,Mother Dairy Curd 400g,Dairy,Curd,Mother Dairy,40,33,128,69,4,Customer Changed Mind,1,63,30,200,0,In Stock,Cold Storage,7,2026-06-08,HUL Direct Distribution,8.4,3.7,2760,483
155,2026-06-01,Monday,WH007,Chennai Velachery Dark Store,Chennai,South,P007,Coca-Cola 750ml,Beverages,Soft Drinks,Coca-Cola,40,32,76,5,0,Not Returned,0,71,15,100,0,In Stock,Dry Storage,270,2027-02-26,ITC Supply Chain,13.8,4.0,200,40
156,2026-06-01,Monday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P020,Fresh Tomato 1kg,Fruits & Vegetables,Vegetables,Local Farm,40,26,248,11,2,Customer Changed Mind,3,239,37,250,0,In Stock,Cold Storage,10,2026-06-11,Local Vendor Network,16.7,3.9,440,154
157,2026-06-01,Monday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P009,Fortune Sunflower Oil 1L,Grocery,Cooking Oil,Fortune,165,148,85,41,0,Not Returned,0,44,37,250,0,In Stock,Dry Storage,365,2027-06-01,National FMCG Supplies,9.0,3.8,6765,697
158,2026-06-01,Monday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P001,Amul Toned Milk 1L,Dairy,Milk,Amul,62,54,84,52,1,Not Returned,0,33,22,150,0,In Stock,Cold Storage,5,2026-06-06,HUL Direct Distribution,9.5,4.8,3224,416
159,2026-06-01,Monday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P003,Britannia Brown Bread,Bakery,Bread,Britannia,45,36,169,51,0,Not Returned,2,118,30,200,0,In Stock,Dry Storage,4,2026-06-05,FreshFarm Distributors,11.8,3.7,2295,459
160,2026-06-01,Monday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P008,Lays Classic 52g,Snacks,Chips,Lays,20,16,22,10,0,Not Returned,1,12,37,250,0,Low Stock,Dry Storage,150,2026-10-29,Local Vendor Network,10.8,4.8,200,40
161,2026-06-01,Monday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P019,Fresh Onion 1kg,Fruits & Vegetables,Vegetables,Local Farm,35,24,98,51,3,Quality Issue,0,50,15,100,0,In Stock,Cold Storage,15,2026-06-16,FreshFarm Distributors,12.5,4.9,1785,561
162,2026-06-01,Monday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P025,Huggies Diapers Medium 34pc,Baby Care,Diapers,Huggies,599,510,236,52,2,Damaged Packaging,2,186,45,300,0,In Stock,Dry Storage,1095,2029-05-31,Reliance Retail Wholesale,8.1,3.9,31148,4628
163,2026-06-01,Monday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P023,Amul Ice Cream 700ml,Frozen Food,Ice Cream,Amul,210,178,185,79,4,Customer Changed Mind,1,110,45,300,0,In Stock,Frozen,180,2026-11-28,HUL Direct Distribution,8.7,4.3,16590,2528
164,2026-06-01,Monday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P024,Pedigree Dog Food 1kg,Pet Care,Pet Food,Pedigree,240,205,26,8,0,Not Returned,0,18,15,100,0,In Stock,Dry Storage,365,2027-06-01,Metro Cash Carry,6.0,4.4,1920,280
165,2026-06-01,Monday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P002,Amul Butter 500g,Dairy,Butter,Amul,275,245,112,62,2,Damaged Packaging,1,52,30,200,0,In Stock,Cold Storage,180,2026-11-28,FreshFarm Distributors,10.8,4.3,17050,1860
166,2026-06-01,Monday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P013,Haldiram Bhujia 200g,Snacks,Namkeen,Haldiram,65,54,122,20,0,Not Returned,1,102,45,300,0,In Stock,Dry Storage,120,2026-09-29,Amul Cooperative,7.4,3.7,1300,220
167,2026-06-01,Monday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P015,Colgate Toothpaste 150g,Personal Care,Oral Care,Colgate,95,78,7,6,0,Not Returned,1,1,45,300,0,Low Stock,Dry Storage,730,2028-05-31,Reliance Retail Wholesale,14.0,3.9,570,102
168,2026-06-01,Monday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P022,McCain French Fries 420g,Frozen Food,Frozen Snacks,McCain,149,125,59,7,0,Not Returned,1,52,15,100,0,In Stock,Frozen,365,2027-06-01,Metro Cash Carry,9.3,4.4,1043,168
169,2026-06-01,Monday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P021,Banana Robusta 1 Dozen,Fruits & Vegetables,Fruits,Local Farm,55,38,238,37,1,Quality Issue,2,202,37,250,0,In Stock,Cold Storage,6,2026-06-07,Amul Cooperative,12.7,4.7,2035,629
170,2026-06-01,Monday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P017,Parle-G Biscuit 200g,Bakery,Biscuits,Parle,25,19,213,61,5,Customer Changed Mind,1,157,37,250,0,In Stock,Dry Storage,210,2026-12-28,Reliance Retail Wholesale,10.4,4.6,1525,366
171,2026-06-01,Monday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P012,Nescafe Classic Coffee 50g,Beverages,Coffee,Nescafe,175,152,141,18,2,Customer Changed Mind,0,125,37,250,0,In Stock,Dry Storage,365,2027-06-01,Reliance Retail Wholesale,11.3,4.4,3150,414
172,2026-06-01,Monday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P005,Aashirvaad Atta 5kg,Grocery,Atta,Aashirvaad,289,255,260,17,1,Damaged Packaging,1,244,45,300,0,In Stock,Dry Storage,120,2026-09-29,Amul Cooperative,10.5,4.7,4913,578
173,2026-06-01,Monday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P014,Surf Excel 1kg,Household,Detergent,Surf Excel,135,112,87,64,1,Wrong Item Delivered,0,24,37,250,80,Low Stock,Dry Storage,730,2028-05-31,FreshFarm Distributors,12.2,4.5,8640,1472
174,2026-06-01,Monday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P011,Real Fruit Juice 1L,Beverages,Juice,Real,110,92,185,38,1,Quality Issue,1,148,30,200,0,In Stock,Dry Storage,180,2026-11-28,HUL Direct Distribution,9.7,4.8,4180,684
175,2026-06-01,Monday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P004,Tata Salt 1kg,Grocery,Salt,Tata,28,22,114,68,2,Customer Changed Mind,2,48,22,150,0,In Stock,Dry Storage,730,2028-05-31,Local Vendor Network,6.0,4.2,1904,408
176,2026-06-02,Tuesday,WH001,Pune Hinjewadi Dark Store,Pune,West,P018,Mother Dairy Curd 400g,Dairy,Curd,Mother Dairy,40,33,169,12,0,Not Returned,2,157,45,300,0,In Stock,Cold Storage,7,2026-06-09,HUL Direct Distribution,8.0,4.3,480,84
177,2026-06-02,Tuesday,WH001,Pune Hinjewadi Dark Store,Pune,West,P025,Huggies Diapers Medium 34pc,Baby Care,Diapers,Huggies,599,510,67,58,1,Damaged Packaging,2,10,15,100,50,Low Stock,Dry Storage,1095,2029-06-01,Metro Cash Carry,13.5,4.9,34742,5162
178,2026-06-02,Tuesday,WH001,Pune Hinjewadi Dark Store,Pune,West,P013,Haldiram Bhujia 200g,Snacks,Namkeen,Haldiram,65,54,222,19,1,Damaged Packaging,1,204,37,250,0,In Stock,Dry Storage,120,2026-09-30,HUL Direct Distribution,6.0,4.9,1235,209
179,2026-06-02,Tuesday,WH001,Pune Hinjewadi Dark Store,Pune,West,P015,Colgate Toothpaste 150g,Personal Care,Oral Care,Colgate,95,78,86,79,4,Not Returned,0,11,30,200,20,Low Stock,Dry Storage,730,2028-06-01,National FMCG Supplies,12.0,4.4,7505,1343
180,2026-06-02,Tuesday,WH001,Pune Hinjewadi Dark Store,Pune,West,P011,Real Fruit Juice 1L,Beverages,Juice,Real,110,92,172,68,3,Customer Changed Mind,3,107,30,200,0,In Stock,Dry Storage,180,2026-11-29,Local Vendor Network,9.8,4.7,7480,1224
181,2026-06-02,Tuesday,WH001,Pune Hinjewadi Dark Store,Pune,West,P007,Coca-Cola 750ml,Beverages,Soft Drinks,Coca-Cola,40,32,223,69,1,Damaged Packaging,1,155,37,250,0,In Stock,Dry Storage,270,2027-02-27,National FMCG Supplies,13.5,3.6,2760,552
182,2026-06-02,Tuesday,WH001,Pune Hinjewadi Dark Store,Pune,West,P008,Lays Classic 52g,Snacks,Chips,Lays,20,16,73,29,1,Not Returned,1,45,22,150,0,In Stock,Dry Storage,150,2026-10-30,National FMCG Supplies,8.4,4.8,580,116
183,2026-06-02,Tuesday,WH001,Pune Hinjewadi Dark Store,Pune,West,P023,Amul Ice Cream 700ml,Frozen Food,Ice Cream,Amul,210,178,250,12,0,Not Returned,4,238,37,250,0,In Stock,Frozen,180,2026-11-29,National FMCG Supplies,10.2,4.7,2520,384
184,2026-06-02,Tuesday,WH001,Pune Hinjewadi Dark Store,Pune,West,P019,Fresh Onion 1kg,Fruits & Vegetables,Vegetables,Local Farm,35,24,42,19,0,Not Returned,0,23,37,250,0,Low Stock,Cold Storage,15,2026-06-17,FreshFarm Distributors,8.1,4.6,665,209
185,2026-06-02,Tuesday,WH001,Pune Hinjewadi Dark Store,Pune,West,P014,Surf Excel 1kg,Household,Detergent,Surf Excel,135,112,14,4,0,Not Returned,0,10,30,200,0,Low Stock,Dry Storage,730,2028-06-01,Local Vendor Network,12.2,3.9,540,92
186,2026-06-02,Tuesday,WH001,Pune Hinjewadi Dark Store,Pune,West,P001,Amul Toned Milk 1L,Dairy,Milk,Amul,62,54,37,15,0,Not Returned,0,22,37,250,30,Low Stock,Cold Storage,5,2026-06-07,ITC Supply Chain,16.6,4.9,930,120
187,2026-06-02,Tuesday,WH001,Pune Hinjewadi Dark Store,Pune,West,P006,Maggi Noodles 70g,Instant Food,Noodles,Nestle,14,11,92,21,1,Expired Product,1,72,45,300,0,In Stock,Dry Storage,270,2027-02-27,National FMCG Supplies,13.0,3.7,294,63
